metadata_field,canonical_name,confidence,count,n_snapshots,support,corpora_count,figure_count,table_count,source_snapshot_count,source_document_count,source_both_count,top_observed_values,n_unique_observed_values,top_description_values,top_reasoning_values
location_name,geographic_entities,high,1,1,0.004761905,1,0,1,1,0,0,['Other; IDP Camp; Lusenda; Meri; Inke; Mole; Bili; Mulongwe; Maratane Camp; Meheba; Mayukwayukwa; Tongogara; Osire; Dukwe; Unknown'],1,"['Named locations, camps, settlements, or unknown location categories represented in table rows.']",['Location names improve discovery of subnational displacement and refugee-site data.']
location_granularity,geographic_granularity,high,1,1,0.004761905,1,0,1,1,0,0,"['Country-level and location-level entries, including camps, settlements, other, and unknown locations']",1,['The geographic or administrative granularity at which rows are reported.'],['Granularity helps users determine whether the table supports national or site-level analysis.']
location_category_values,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,"['Obock area: 2,319 and 210; Djibouti: 4,227 and 888; Hol-Hol: 4,394 and 3,625; Ali-Addeh/Arta area: 13,049 and 3,931']",1,['Numeric values associated with specific locations and categories in a spatial visualization.'],['Location-level values are often unavailable in document metadata and are important for data reuse.']
locality_names,geographic_entities,high,1,1,0.004761905,1,1,0,1,0,0,['Ingbokolo; Ariwara; Aru; Mahagi; Mongwalu; Bunia; Oicha; Beni; Butembo; Rutshuru; Goma'],1,"['Localities, towns, or cities labeled in the snapshot.']",['Named localities increase discoverability for users searching by place.']
lending_institution,financing_source,high,1,1,0.004761905,1,0,1,0,0,1,['Bank Group; Bank; IDA'],1,['The institution or institutional window associated with the financial operations.'],['Identifying the lending institution enables filtering between Bank and IDA financing records.']
legend_title,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,['#PiN par cercle'],1,['Title of the map legend describing the encoded variable.'],['The legend title clarifies the encoded measure when the figure title is unavailable or ambiguous.']
map_disclaimer,interpretive_note,high,1,1,0.004761905,1,1,0,1,0,0,['Les frontières et les noms indiqués et les désignations utilisées sur cette carte n’impliquent pas l’approbation ou l’acceptation officielle par les Nations Unies'],1,"['Disclaimer or caveat associated with boundaries, names, or designations on the map.']",['Disclaimers provide important context for provenance and interpretation of geographic boundaries.']
cost_categories,category_labels,medium,1,1,0.004761905,1,0,1,1,0,0,['Direct project costs; operating costs; total costs'],1,['Cost-related categories or line items represented in the table.'],['Cost categories make the table discoverable for users seeking project expenditure or cost projections.']
model_equation_names,category_labels,medium,1,1,0.004761905,1,0,1,1,0,0,['AIJ investment equation; Bilateral aid equation (selection)'],1,['Named equations or submodels represented within a statistical results table.'],['Equation names reveal the modeled outcomes or selection processes captured in the table.']
model_covariates_note,interpretive_note,high,1,1,0.004761905,1,0,1,1,0,0,['The results were derived using the same control variables as in Table 5 that are not presented for space reasons.'],1,"['Notes describing omitted controls, model specification details, or interpretive qualifications.']",['Specification notes provide important context for interpreting and reusing regression results.']
model_controls,analysis_method,medium,1,1,0.004761905,1,0,1,1,0,0,['Country-survey dummy variables included: Yes for Manufacturing; Yes for Services'],1,"['Controls, fixed effects, or dummy-variable specifications included in the model.']",['Model-control metadata helps users understand comparability and specification details.']
model_context,analysis_method,high,1,1,0.004761905,1,1,0,0,1,0,['Econometrically specified trade and growth model of the Ecuadoran economy; partial equilibrium view'],1,"[""The analytical or modeling framework in which the table's estimates are used.""]",['Model context clarifies that the estimates are part of a trade and growth simulation framework.']
missing_value_marker,interpretive_note,medium,1,1,0.004761905,1,0,1,1,0,0,[nan],0,['Symbol or text used to indicate unavailable or not applicable data values.'],['Recording missing-value notation supports correct interpretation and reuse of tabular data.']
missing_data_indicator,interpretive_note,medium,1,1,0.004761905,1,0,1,1,0,0,['-'],1,['The symbol or notation used to indicate missing or unavailable data values.'],['Recording missing-data notation improves accurate interpretation and downstream data extraction.']
metric_value_type,measure_type,high,1,1,0.004761905,1,0,1,1,0,0,['Absolute counts; totals'],1,"['Type of numeric value reported, such as count, percentage, rate, or total.']",['Value type helps users distinguish raw population counts from percentages or derived rates.']
map_identifier,internal_identifier,high,1,1,0.004761905,1,1,0,1,0,0,['IBRD 33453R'],1,['Cartographic or institutional identifier assigned to the map.'],['A map identifier supports provenance tracking and linking to institutional map products.']
metric_type,measure_type,high,1,1,0.004761905,1,1,0,1,0,0,['Percentage share or distribution (inferred from pie chart and percentages)'],1,"['The analytical form of the measured values, such as count, percentage, rate, or distribution.']",['Metric type helps distinguish proportional data from counts or other quantitative measures.']
cost_estimate_stage,category_dimension,medium,1,1,0.004761905,1,0,1,1,0,0,['Estimated'],1,"['Indicates whether the cost figures are estimated, actual, baseline, revised, or otherwise staged.']",['Cost estimate status is important for interpreting and comparing financial tables.']
method_citation,not_in_ontology,low,1,1,0.004761905,1,1,0,1,0,0,['Shannon et al. 2003'],1,"['Citation associated with the method, software, or visualization approach used in the figure.']",['Method citations provide provenance for the visualization technique and support reproducibility tracking.']
measurement_unit,unit_of_measure,high,1,1,0.004761905,1,0,1,1,0,0,['Number; Number (Thousand)'],1,['Unit of measure used for reported indicator values.'],['Units are essential for interpreting and comparing numeric table values.']
countries_covered,geographic_entities,high,1,1,0.004761905,1,0,1,1,0,0,['Democratic Republic of the Congo; Mozambique; South Africa; Congo; Zambia; Angola; Malawi; Zimbabwe; Namibia; Eswatini; Botswana; Lesotho; Madagascar; Mauritius; Comoros'],1,['The countries included as row groups in the table.'],['Country coverage enables precise geographic filtering within the broader region.']
countries_or_areas_referenced,geographic_entities,high,1,1,0.004761905,1,0,1,1,0,0,['South Sudan; Burundi; DRC; Uganda'],1,['Countries or areas explicitly mentioned in the table text.'],['Referenced places improve geographic search even when they are not all the primary scope.']
movement_type,population_group,high,1,1,0.004761905,1,0,1,1,0,0,['Rapatriement spontané / retour'],1,['Type of population movement or displacement-related process represented.'],['Movement type is central for discovering tables about returns versus other displacement situations.']
movement_mode,category_dimension,high,1,1,0.004761905,1,1,0,1,0,0,['Sea arrivals; Land arrivals'],1,['Mode or channel by which movements are categorized.'],['Movement mode is a reusable analytical dimension for comparing crossings or arrivals.']
movement_direction_categories,category_labels,high,1,1,0.004761905,1,1,0,1,0,0,['Intra region movements; outward movements from Southern Africa countries; inward movement to Southern Africa countries; onward movement within Southern Africa countries'],1,['Categories describing the direction or type of cross-border movement represented.'],['Movement direction categories are important facets for searching humanitarian mobility data.']
metric_value,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,"['70.5%; 85%; 2,587 USD']",1,['Quantitative values reported for the indicators in the snapshot.'],['Capturing headline values enables analytical reuse and search for specific reported metrics.']
measurement_type,measure_type,high,1,1,0.004761905,1,1,0,1,0,0,['Share / distribution across categories'],1,['Type of measurement expressed by the data values.'],['Identifying the values as shares supports analytical reuse and comparison with other distribution figures.']
data_collection_instrument,data_collection_method,high,1,1,0.004761905,1,0,1,1,0,0,['Evaluation report; trimestrial report by the task force; task force’s report; health expenditures tracking survey; MOH Secretary General’s report; task force’s trimestrial report; item'],1,"['Reports, surveys, or instruments used to collect or verify table indicators.']",['Data collection instruments provide provenance and indicate how reported values are generated.']
measurement_period,temporal_granularity,high,1,1,0.004761905,1,0,1,1,0,0,['Per month'],1,['The time basis or interval over which the indicator is measured.'],['The period basis is important for interpreting recurring monetary indicators such as rent.']
